epoch,train_accuracy,train_loss,train_eval_loss,val_accuracy,val_loss,test_accuracy,test_loss
0,43.907407407407405,2.196690978597126,2.094802323110861,43.166666666666664,2.095370888710022,43.166666666666664,2.095370888710022
1,75.62222222222222,1.782114943621848,1.5149036256057957,75.68333333333334,1.5162405172983806,75.68333333333334,1.5162405172983806
2,80.58333333333333,1.3288436568743809,1.1714249499036238,80.23333333333333,1.1717102577288945,80.23333333333333,1.1717102577288945
3,82.54444444444445,1.062431226409442,0.9682383794355166,82.18333333333334,0.9675512139995893,82.18333333333334,0.9675512139995893
4,83.89814814814815,0.9004577618639616,0.8404721903010002,83.51666666666667,0.8390333404143652,83.51666666666667,0.8390333404143652
5,84.61481481481482,0.7950402376776058,0.7535735264208645,84.33333333333333,0.7516527200738589,84.33333333333333,0.7516527200738589
6,85.29444444444445,0.7212922143710168,0.6911480133002403,84.78333333333333,0.6889536306262016,84.78333333333333,0.6889536306262016
7,85.66481481481482,0.6671805726408393,0.6445462466416201,85.08333333333333,0.6420307060082754,85.08333333333333,0.6420307060082754
8,86.16666666666667,0.625826938739885,0.607973577993176,85.66666666666667,0.6054821933309237,85.66666666666667,0.6054821933309237
9,86.4074074074074,0.5931796954141408,0.578598325710161,86.05,0.5762509691218535,86.05,0.5762509691218535
10,86.70925925925926,0.5664321579639381,0.5546434559810783,86.26666666666667,0.5524808578193188,86.26666666666667,0.5524808578193188
11,86.99074074074075,0.5443998914194333,0.5343872115227848,86.7,0.5319897768398126,86.7,0.5319897768398126
12,87.25185185185185,0.5256619193542625,0.5169868075169658,86.98333333333333,0.5150780652960142,86.98333333333333,0.5150780652960142
13,87.44814814814815,0.5094896586020411,0.5019984379481365,87.23333333333333,0.4998962456981341,87.23333333333333,0.4998962456981341
14,87.56296296296296,0.49547380011228587,0.4889435559087455,87.41666666666667,0.48746667553981143,87.41666666666667,0.48746667553981143
15,87.83333333333333,0.48312974230373074,0.4771764671068056,87.56666666666666,0.4757715401550134,87.56666666666666,0.4757715401550134
16,87.98703703703704,0.4721713662147522,0.4666596823394016,87.75,0.46514369547367096,87.75,0.46514369547367096
