epoch,train_accuracy,train_loss,train_eval_loss,val_accuracy,val_loss,test_accuracy,test_loss
0,47.94444444444444,2.183331395777481,2.072515252642157,47.416666666666664,2.073666969935099,47.416666666666664,2.073666969935099
1,64.21111111111111,1.9782931431774844,1.875206798173805,63.95,1.8768398463726044,63.95,1.8768398463726044
2,70.5425925925926,1.7825619671582045,1.678843121958005,69.66666666666667,1.6808064083258312,69.66666666666667,1.6808064083258312
3,73.93333333333334,1.5938280820846558,1.4928322132164833,73.53333333333333,1.494843030969302,73.53333333333333,1.494843030969302
4,76.61296296296297,1.4203572612238156,1.3276395622587882,76.08333333333333,1.329513077934583,76.08333333333333,1.329513077934583
5,78.52037037037037,1.2701299269617452,1.187746401646691,78.15,1.1894893099864323,78.15,1.1894893099864323
6,79.77037037037037,1.1453732161725303,1.0727447158352459,79.31666666666666,1.0742609649896622,79.31666666666666,1.0742609649896622
7,80.81481481481481,1.0431748445000129,0.9786590546793282,80.48333333333333,0.9799204543232918,80.48333333333333,0.9799204543232918
8,81.88703703703703,0.9603814414892151,0.9023248307512834,81.88333333333334,0.9031358286738396,81.88333333333334,0.9031358286738396
9,82.46296296296296,0.8923051261223888,0.8398945746828594,82.31666666666666,0.8405118783315023,82.31666666666666,0.8405118783315023
10,83.06296296296296,0.8367529712017113,0.788082875064199,82.88333333333334,0.7883370866378149,82.88333333333334,0.7883370866378149
11,83.58703703703704,0.7891102023599272,0.744622192394112,83.58333333333333,0.7444085205594698,83.58333333333333,0.7444085205594698
12,84.07037037037037,0.7502381140586889,0.707862404285449,84.13333333333334,0.7074736580252647,84.13333333333334,0.7074736580252647
13,84.50555555555556,0.7171099957131661,0.6764960063012291,84.66666666666667,0.675758438805739,84.66666666666667,0.675758438805739
14,84.81851851851852,0.6857324056150789,0.649413224927622,84.86666666666666,0.648611823717753,84.86666666666666,0.648611823717753
15,85.12962962962963,0.6622297625406094,0.6258240706547742,85.18333333333334,0.6246990412473679,85.18333333333334,0.6246990412473679
16,85.38333333333334,0.6410279005624672,0.6051501397272987,85.36666666666666,0.6039932941397032,85.36666666666666,0.6039932941397032
17,85.69444444444444,0.622282225373797,0.5866593532087678,85.81666666666666,0.5851920892794927,85.81666666666666,0.5851920892794927
18,85.9037037037037,0.6031278377460643,0.5703046604355365,86.0,0.5686176593104998,86.0,0.5686176593104998
19,86.08703703703704,0.5892089290359009,0.5556188359927227,86.21666666666667,0.5536927158633868,86.21666666666667,0.5536927158633868
20,86.34074074074074,0.5732923840741976,0.5422050646413559,86.45,0.5402845914165179,86.45,0.5402845914165179
21,86.53148148148148,0.5612258863110113,0.5301383348155361,86.56666666666666,0.5281613692641258,86.56666666666666,0.5281613692641258
22,86.75555555555556,0.5490469614758876,0.5190362636511925,86.96666666666667,0.5165787935256958,86.96666666666667,0.5165787935256958
23,86.86851851851851,0.5389789030732701,0.5089592122918621,87.26666666666667,0.5066544959942499,87.26666666666667,0.5066544959942499
24,87.06296296296296,0.5284907151172511,0.49960773279316617,87.3,0.49699760352571803,87.3,0.49699760352571803
25,87.21296296296296,0.5185801206041851,0.49094356645905013,87.56666666666666,0.48821109781662625,87.56666666666666,0.48821109781662625
26,87.3037037037037,0.5129885790754833,0.48307714445331085,87.73333333333333,0.48028652121623355,87.73333333333333,0.48028652121623355
27,87.5,0.5043139302335079,0.47565979937806513,87.86666666666666,0.4728866269191106,87.86666666666666,0.4728866269191106
28,87.68333333333334,0.4966182628231591,0.46878462097656104,88.1,0.46578093742330867,88.1,0.46578093742330867
29,87.74814814814815,0.48914419969111256,0.46226812623688396,88.05,0.45900637780626613,88.05,0.45900637780626613
30,87.86666666666666,0.48364186343423565,0.4563115090837976,88.2,0.4529678449034691,88.2,0.4529678449034691
31,87.96666666666667,0.47742046507613917,0.4506257679225144,88.23333333333333,0.44734766831000644,88.23333333333333,0.44734766831000644
32,88.04074074074074,0.4727785371208643,0.44537167766647884,88.38333333333334,0.4419700155655543,88.38333333333334,0.4419700155655543
33,88.13518518518518,0.46677306308565547,0.44032347428290197,88.46666666666667,0.43681874747077626,88.46666666666667,0.43681874747077626
34,88.24814814814815,0.4621084089527763,0.43557570571018056,88.55,0.4319618046283722,88.55,0.4319618046283722
35,88.31296296296296,0.45654835025846113,0.431136537360919,88.61666666666666,0.4275080847243468,88.61666666666666,0.4275080847243468
36,88.44074074074074,0.45249496124931987,0.4267785382496802,88.76666666666667,0.4231913698216279,88.76666666666667,0.4231913698216279
37,88.48148148148148,0.4480807776982185,0.4227649496064932,88.75,0.41876693318287533,88.75,0.41876693318287533
38,88.56481481481481,0.443925492288942,0.41887636673393974,88.91666666666667,0.41516686355074245,88.91666666666667,0.41516686355074245
39,88.61111111111111,0.4406655990116969,0.4152555804682004,88.86666666666666,0.41144768272837,88.86666666666666,0.41144768272837
40,88.72592592592592,0.43673247960506456,0.4116904494039255,89.01666666666667,0.4079491098721822,89.01666666666667,0.4079491098721822
41,88.75740740740741,0.43312524294401233,0.4083423805180319,89.03333333333333,0.4044676770766576,89.03333333333333,0.4044676770766576
