epoch,train_accuracy,train_loss,train_eval_loss,test_accuracy,test_loss
0,50.22833333333333,2.167487684209296,2.0488159636233716,51.83,2.040550944209099
1,65.82666666666667,1.9384982834471034,1.8266826979657438,67.42,1.8122796922922135
2,71.43166666666667,1.716953300922475,1.6076678012279755,73.09,1.588614386320114
3,75.25,1.5054280291212365,1.4064891353566595,76.6,1.3840192764997483
4,77.87833333333333,1.3183145796999018,1.2347902495810326,79.29,1.2104723006486893
5,79.62,1.1632994154666332,1.095867217347977,81.09,1.0704889431595803
6,80.68833333333333,1.0384121773090769,0.985199566851271,82.04,0.9594231486320496
7,81.86833333333334,0.9402229423218585,0.8974905577111751,82.85,0.871535062789917
8,82.56666666666666,0.8615700853631851,0.8278330214480136,83.45,0.8023029409348965
9,83.26666666666667,0.7991318253760642,0.7710461768698185,84.03,0.7457307375967502
10,83.88333333333334,0.7478055583669784,0.7249916561106418,84.66,0.6998778559267521
11,84.26833333333333,0.7052078135470127,0.686354882920042,85.03,0.6615173630416393
12,84.79833333333333,0.6700798359323055,0.6539476427626103,85.54,0.6291416704654693
13,85.11333333333333,0.6399070765109772,0.6264195475172489,85.86,0.6018060222268105
14,85.435,0.6142427117266553,0.6021790460069129,86.22,0.5780756309628486
15,85.73666666666666,0.5919562665705985,0.5814521943001036,86.58,0.5573814809322357
16,86.00166666666667,0.5725812684982381,0.5635026799871566,86.9,0.5395409259945154
17,86.23166666666667,0.5552940267197629,0.5473150831587771,86.99,0.5234106164425611
18,86.46666666666667,0.5400080792447354,0.5325155533374624,87.21,0.5091010570526123
19,86.745,0.5263145441704608,0.5195630149638399,87.47,0.4963141202926636
20,86.945,0.5140165496379772,0.5078397204267218,87.64,0.4845306724309921
21,87.12,0.502580174867143,0.4973433547831596,87.84,0.47384436838328836
22,87.29666666666667,0.4928022567262041,0.4877000165746567,87.99,0.4642146296799183
23,87.44166666666666,0.48321982102191197,0.4788974159575523,88.04,0.45530849918723104
24,87.61333333333333,0.4745728039995153,0.4702939459618102,88.24,0.44757438339293004
25,87.735,0.4664217771367824,0.4629930002892271,88.36,0.4400788750499487
26,87.84,0.45967807325911014,0.4559377421724035,88.45,0.4330541970208287
27,88.00666666666666,0.4527334825789675,0.44956830739974973,88.5,0.4267464566975832
28,88.14,0.4462186989632059,0.4431193082890612,88.66,0.4207817785441875
29,88.23,0.4402354539708888,0.43749061429754216,88.72,0.41523655913770197
30,88.315,0.43509408121413373,0.4320703034705304,88.79,0.4100618543103337
31,88.355,0.42994628269621665,0.427181439577265,88.79,0.40527434051036837
32,88.48166666666667,0.425041342035253,0.4227643095432444,88.86,0.400607094168663
33,88.54833333333333,0.42084179622061707,0.4180791402116735,88.94,0.396284512989223
34,88.62833333333333,0.41673733997852247,0.41410854560263616,89.1,0.3923381380736828
35,88.72,0.4120668007972393,0.41008389439988646,89.05,0.38853863030672076
36,88.78,0.40826554539355825,0.4060910555910557,89.16,0.38492192663252356
37,88.875,0.40499347740031305,0.4031472509211682,89.3,0.38165245614945886
38,88.93333333333334,0.40136310876683984,0.3994493851636318,89.34,0.3780877389013767
39,89.00666666666666,0.39815926031863436,0.3963416564971843,89.34,0.37483782395720483
40,89.065,0.3950374622294243,0.3930233264223058,89.43,0.3721065890043974
41,89.13,0.3918345679628088,0.3902845678177286,89.53,0.3691585619002581
42,89.20333333333333,0.38865656003038934,0.38769327440160384,89.67,0.36663695918396116
43,89.24166666666666,0.3863056280511491,0.38518301629005597,89.66,0.36381278950721024
44,89.29,0.3839304358401197,0.38235833974594763,89.72,0.3614312821999192
45,89.38333333333334,0.38098149959077227,0.37988722527280766,89.81,0.35932811815291643
46,89.37166666666667,0.3787135135620198,0.37777948341471085,89.74,0.35708342706784607
47,89.42833333333333,0.37647340094789544,0.37477388990686294,89.97,0.3548098807223141
48,89.49833333333333,0.37385636593433136,0.3727611725634717,89.99,0.3527373644523323
49,89.57666666666667,0.37219166527403164,0.37056999054360895,89.98,0.35082447696477176
50,89.585,0.369689346247531,0.3686277299485308,90.0,0.348606800287962
51,89.63333333333334,0.3677425394666956,0.3663414114333214,90.04,0.3468813858926296
52,89.665,0.36549686618307803,0.36462280870752134,90.14,0.34502839408814906
53,89.73666666666666,0.3638061544996627,0.3626526258727337,90.2,0.3432192643173039
54,89.75166666666667,0.362288525003068,0.3608036589749316,90.28,0.3415118621662259
55,89.8,0.360038678696815,0.35927587525641663,90.28,0.3401132017374039
56,89.83833333333334,0.35844793364088584,0.3580264543599271,90.3,0.33825544025748966
57,89.91166666666666,0.3571062829900295,0.35590204659928665,90.33,0.33704969035461546
58,89.875,0.355290902231602,0.35466166531786003,90.38,0.3354711225256324
59,89.97666666666667,0.35344609859141896,0.35267171980218687,90.44,0.3340424597263336
60,90.02166666666666,0.35186580838041104,0.35123559813550176,90.5,0.33311665114015343
61,90.01333333333334,0.3507220078021922,0.3498800124893797,90.48,0.3311865878291428
62,90.07333333333334,0.3495487525742105,0.3481899292545116,90.46,0.33012460321187975
63,90.10333333333334,0.3475749228863006,0.34690648355382553,90.54,0.3284756364300847
64,90.15333333333334,0.34607689475759545,0.3453225881495374,90.62,0.32740325294435024
65,90.13,0.34519962693782563,0.34388212834266907,90.6,0.32604299001395703
66,90.17166666666667,0.34325207630370524,0.3430083420682461,90.64,0.324996168166399
67,90.23833333333333,0.34245977934370647,0.3413673698268038,90.68,0.32373169604688884
68,90.25166666666667,0.3412151894670852,0.34028562916086075,90.68,0.32272277120500803
69,90.27166666666666,0.3398455502504998,0.33916215370310115,90.75,0.3216508388519287
70,90.31,0.3385073503281208,0.33772912634179947,90.82,0.32041614018380643
71,90.36,0.33740723614997054,0.3365473212713891,90.85,0.31959545481950047
72,90.415,0.3366432871590269,0.3357694668338654,90.81,0.3186976737342775
73,90.43666666666667,0.33539781285093184,0.33490876821761434,90.82,0.31768841966986655
74,90.405,0.33400410236196315,0.3336937904992002,90.93,0.31617232616990804
75,90.45833333333333,0.33306274883290554,0.33194546921456114,90.97,0.315184710547328
76,90.51333333333334,0.3317129455348279,0.3310299353396639,90.94,0.31439706441015003
77,90.53,0.33072151808028527,0.33061993527919686,91.02,0.31346229165792466
78,90.54166666666667,0.3298755721208897,0.329156169295311,91.05,0.3123217559419572
79,90.555,0.3289835371235584,0.32821028682779757,91.08,0.3114680901169777
80,90.63166666666666,0.32788480830953476,0.3275632123363779,91.14,0.31052033891901376
81,90.645,0.3270246496860017,0.3262729249736096,91.03,0.3099070811644197
82,90.66166666666666,0.3258046485642169,0.32531007464895856,91.16,0.30884289080277083
83,90.68,0.3249226897320849,0.32435833133281544,91.2,0.3081506909802556
84,90.745,0.32407143287202145,0.32361704631054655,91.15,0.3074011272750795
85,90.74666666666667,0.32309342508620403,0.3225502334376599,91.24,0.3067018188536167
86,90.78666666666666,0.3224236270848741,0.321923706189115,91.21,0.30579489283263683
87,90.76333333333334,0.3214120420369696,0.32101885790520523,91.26,0.3049634789116681
88,90.86166666666666,0.32027875216717416,0.3197317779064178,91.26,0.30440295170992615
89,90.86333333333333,0.31998849942329083,0.3190585875130714,91.25,0.30346721448004244
90,90.85666666666667,0.3191958766668401,0.3182710411066705,91.33,0.30285371039062736
91,90.90833333333333,0.31815237390234113,0.31748214826938953,91.36,0.30199008267372845
92,90.94666666666667,0.3169193393372475,0.3165727621697365,91.33,0.30131257269531486
93,90.96,0.31637513288792146,0.3161148873415399,91.36,0.3006437119096518
94,90.99166666666666,0.31559285597598297,0.3149253749466957,91.4,0.29955027233809234
95,91.00333333333333,0.3147780216754751,0.3141853515138017,91.39,0.29907822236418724
96,90.99666666666667,0.3140241227251418,0.3138834010413353,91.48,0.29846395906060935
97,91.02,0.31307149624570885,0.3127685713007095,91.46,0.29760704934597015
98,91.05333333333333,0.3123826302112417,0.31193842951287615,91.45,0.29723461642861365
99,91.08666666666667,0.3117417563783362,0.31140709075521916,91.5,0.2963671688456088
100,91.11166666666666,0.31084871774024153,0.3106031781815468,91.55,0.2956016154959798
101,91.14666666666666,0.3104150283843913,0.3095557685228104,91.51,0.2951243912335485
102,91.16,0.30955339549703803,0.30908459767382196,91.55,0.2944231227971613
103,91.17833333333333,0.3089405693906419,0.30835728860915973,91.6,0.2939959537237883
104,91.23666666666666,0.30822566722301725,0.3075556644099824,91.59,0.29339789589866994
105,91.24333333333334,0.3081375361122984,0.306802795732275,91.6,0.29255951372906563
106,91.20166666666667,0.3069514887764099,0.3061280087587681,91.53,0.2920008254237473
107,91.255,0.3063886690647044,0.3053406290551449,91.64,0.29146975972689687
108,91.29666666666667,0.30521324987107135,0.30471522529074485,91.68,0.2907041611149907
109,91.32666666666667,0.30466491814623486,0.30407842137712116,91.75,0.29007284678518774
110,91.31666666666666,0.304095052848471,0.30354412546817294,91.67,0.28962672245688736
111,91.365,0.3033354899984725,0.3026005299801522,91.73,0.28900481276214124
112,91.35,0.30240806746990123,0.3023775029055616,91.66,0.2883574156090617
113,91.40166666666667,0.3020795988909742,0.3014400201274994,91.74,0.28801402309909463
114,91.395,0.3019147947747657,0.3007118828119116,91.78,0.2872484211809933
115,91.44166666666666,0.30110345241871284,0.3001165727985666,91.76,0.28662685099989177
116,91.47,0.29990693241991895,0.299813505499921,91.77,0.2860958437435329
117,91.46833333333333,0.29972383037526557,0.29900897633522117,91.78,0.2853649603202939
118,91.43666666666667,0.2991219704455518,0.298388431554145,91.8,0.2849342519417405
119,91.50333333333333,0.29823207424042075,0.29767687162186235,91.8,0.28435642668046057
120,91.52833333333334,0.29751067795652025,0.2968048694285941,91.79,0.28421758404001596
121,91.54833333333333,0.29719460498779376,0.29665972216332215,91.81,0.28336540032178165
122,91.56333333333333,0.2967238942359356,0.29655285731275033,91.87,0.2829447242897004
123,91.57333333333334,0.29596061421201586,0.2950784222876772,91.84,0.28230738108977677
124,91.61,0.2953934557260351,0.29498041062913044,91.87,0.2817104020155966
125,91.58333333333333,0.29448901490962254,0.29428562426820715,91.93,0.2815104608424008
126,91.62333333333333,0.29434947155891583,0.2938031796445238,91.87,0.28062641639262437
127,91.655,0.29370754836721624,0.2930790490292488,91.9,0.2802566577214748
128,91.66333333333333,0.29323982051078307,0.29236922181667163,91.94,0.2796501754783094
129,91.67166666666667,0.29257233846694863,0.2921105497060938,91.94,0.2789486535359174
130,91.715,0.2918261928127167,0.2915175740389114,92.01,0.2790732108056545
131,91.72166666666666,0.2912537577938526,0.29083390134446163,92.01,0.27821072433143856
132,91.71833333333333,0.29057116552870327,0.29042400787485406,92.07,0.27784772207960484
133,91.73166666666667,0.29021287642894905,0.28962563593336876,92.01,0.27716251341626047
134,91.73666666666666,0.2895795426470168,0.28887398471223547,92.05,0.2767176919616759
135,91.77833333333334,0.2891184295111514,0.28861987502016917,92.03,0.27618053019978106
136,91.77333333333333,0.28855451307398206,0.2879567267412835,92.01,0.27567456755787134
137,91.82,0.2879787117242813,0.2875720854769362,92.12,0.27561150714755056
