epoch,train_accuracy,train_loss,train_eval_loss,test_accuracy,test_loss
0,46.913333333333334,2.1927134950110254,2.0790287433786596,47.83,2.073301929235458
1,62.66,1.969167507455704,1.856795981589784,64.31,1.8469205349683762
2,69.36666666666666,1.746191280446154,1.636260265999652,71.24,1.6223837614059449
3,73.87666666666667,1.534404133735819,1.4356125136639208,75.23,1.4183687329292298
4,76.49333333333334,1.3480767275424714,1.2651022713235085,77.69,1.245584288239479
5,78.47833333333334,1.1929212098426007,1.1253417557858407,79.58,1.1034885048866272
6,80.22666666666667,1.0672723098004118,1.0123941677681942,81.09,0.9893219292163848
7,81.56,0.9655027128280478,0.9217088397513045,82.35,0.8975705087184906
8,82.435,0.8839964638365075,0.8484034903506015,83.25,0.823932072520256
9,83.36666666666666,0.8182918340601819,0.7887981414794922,84.15,0.7641677707433701
10,83.875,0.7636933499194206,0.7399097252399364,84.66,0.7145067602396011
11,84.55666666666667,0.7190383454586597,0.6987838422998469,85.4,0.6736297965049743
12,84.84,0.6811134663033993,0.6646099280803761,85.76,0.6390093423426151
13,85.31666666666666,0.6492594983983547,0.6351771075674828,86.26,0.6094805844128132
14,85.51333333333334,0.6219345663456206,0.6088817760031274,86.4,0.5842899456620216
15,85.98666666666666,0.5983450720918939,0.5871424700351472,86.79,0.5621447179466486
16,86.285,0.5774968892969984,0.5679167231346699,87.12,0.5430684730410575
17,86.55,0.5595447654419757,0.5506642035981442,87.21,0.5256516315042973
18,86.775,0.5430032588065938,0.5358013083326055,87.43,0.5104079946875573
19,86.95166666666667,0.528629527954345,0.5217549920082092,87.44,0.49715429954230783
20,87.15666666666667,0.5156151341631058,0.5093348443508148,87.59,0.48509925082325933
21,87.31333333333333,0.5039021202858458,0.4985700679586289,87.74,0.473600372299552
22,87.49666666666667,0.49338084573441365,0.4881230970646473,87.97,0.46371759548783303
23,87.62166666666667,0.48413720016783857,0.4786705545922543,88.05,0.4544623911380768
24,87.76333333333334,0.47486187739575164,0.4708754360675812,88.26,0.44625134989619253
25,87.895,0.466895341239077,0.46294751915525884,88.45,0.4385842077434063
26,87.96,0.45937706155979885,0.45512549585484446,88.53,0.4315058970823884
27,88.11833333333334,0.4520748265246127,0.4488158617882018,88.6,0.4250840418040752
28,88.24166666666666,0.44575879700640414,0.44265293529693117,88.78,0.4190909080207348
29,88.30666666666667,0.439907776421689,0.43688455820083616,88.78,0.41309402622282504
30,88.40166666666667,0.4341489388587627,0.43168069568086176,89.03,0.4080314239487052
31,88.49,0.4289452831795875,0.4260473874021084,89.11,0.40288409069180486
32,88.52833333333334,0.42423727588450655,0.4214223245356945,89.17,0.39848561510443686
33,88.67666666666666,0.4194339172637209,0.4173215757025049,89.29,0.3939693983644247
